0,1,2,3,4,5,6,7,8,9
7.51E-05,3.78E-05,9.75E-06,1.69E-05,5.86E-05,0.005967728,6.28E-06,0.062487737,0.000443768,0.930896284
0.000630459,1.30E-06,0.984644394,6.50E-05,0.013566706,1.06E-06,0.000795872,2.23E-08,0.000287015,8.19E-06
8.23E-05,0.999847078,6.12E-06,4.09E-05,7.69E-06,1.21E-06,1.24E-05,3.81E-08,1.83E-06,6.33E-07
1.38E-05,0.999969841,1.06E-06,5.37E-06,7.06E-06,1.11E-07,2.11E-06,1.88E-08,4.95E-07,1.36E-07
0.068123595,6.66E-06,0.008474224,0.000922743,0.004036117,6.20E-07,0.918079996,2.21E-08,0.000354999,1.04E-06
9.21E-05,0.999746625,5.42E-05,2.16E-05,6.20E-05,3.09E-06,6.93E-06,5.40E-07,1.14E-05,1.51E-06
0.00166091,0.00011783,0.260327252,0.000365372,0.71697779,1.46E-05,0.020259421,1.54E-06,0.000261742,1.36E-05
0.000642734,0.00051225,0.022152875,0.002250705,0.251275203,6.99E-06,0.722769563,1.27E-06,0.000384403,3.95E-06
3.29E-05,4.50E-07,3.66E-06,5.80E-07,1.84E-07,0.99949064,8.81E-06,0.000431034,2.54E-05,6.21E-06
8.63E-07,4.94E-06,6.62E-07,4.45E-07,8.56E-07,0.000400828,1.58E-07,0.999533752,3.89E-06,5.36E-05
2.58E-05,2.26E-05,0.009679764,6.98E-06,0.977265658,7.56E-07,0.012986891,2.08E-07,7.43E-06,4.08E-06
1.26E-05,1.38E-06,3.60E-06,3.61E-07,1.77E-07,0.998868674,2.53E-06,0.000974714,6.97E-05,6.63E-05
0.000930093,1.66E-05,3.28E-05,1.81E-05,4.01E-06,0.921435925,7.49E-05,0.067990979,0.008602774,0.000893845
0.001980878,0.010618015,7.92E-05,0.984648785,0.000598125,2.20E-06,0.001961341,2.03E-06,0.000103084,6.31E-06
0.000516936,1.05E-05,0.163327286,0.00015367,0.799783989,2.10E-07,0.03477303,6.01E-07,0.001415168,1.86E-05
1.19E-05,0.999827296,2.15E-06,0.000108645,3.84E-05,2.31E-07,4.79E-06,1.41E-06,2.49E-06,2.62E-06
0.002312167,4.90E-05,0.967183516,4.35E-05,0.006266514,1.58E-05,0.023792878,1.44E-07,0.000323629,1.28E-05
0.00741794,0.001274559,0.114994045,0.000488212,0.032068995,1.56E-06,0.840255795,1.54E-07,0.003492284,6.39E-06
0.000193734,2.81E-06,2.22E-05,8.84E-07,6.32E-06,3.42E-07,3.96E-05,1.51E-06,0.999716958,1.57E-05
0.979421268,9.90E-06,0.013197979,0.001088087,4.89E-05,7.70E-06,0.005978498,3.13E-08,0.000244727,2.88E-06
0.006138792,1.85E-05,0.981302788,0.000245259,0.001150854,3.73E-06,0.01002899,1.76E-08,0.001103671,7.43E-06
0.000241386,1.88E-05,1.84E-05,5.03E-06,5.51E-06,0.593137678,1.57E-05,0.394437667,0.000414983,0.011704822
8.63E-07,5.28E-06,7.12E-07,8.80E-07,1.30E-06,0.000320969,2.57E-07,0.999075791,1.58E-05,0.000578113
6.64E-06,2.76E-07,6.32E-07,5.83E-08,2.75E-08,0.9999255,8.81E-07,3.58E-05,3.40E-06,2.68E-05
1.06E-05,0.999903331,1.25E-06,4.96E-05,2.84E-05,5.28E-07,2.14E-06,1.70E-06,1.56E-06,9.00E-07
0.004212856,0.000164505,0.403933223,0.000884395,0.175134677,2.58E-05,0.411834595,2.68E-07,0.003791666,1.79E-05
0.00041705,7.43E-07,0.004888537,4.73E-05,0.071087576,1.36E-07,0.923535931,4.43E-08,2.22E-05,5.88E-07
0.727394506,0.000579913,0.001775336,0.009107939,0.000466031,5.76E-06,0.260527184,1.95E-07,0.000141871,1.42E-06
1.89E-06,1.11E-06,2.97E-07,7.21E-07,1.84E-06,5.25E-05,1.30E-07,0.001409896,8.26E-06,0.998523511
0.083362761,0.006765731,0.051813949,0.320552522,0.462063834,3.96E-06,0.052489851,9.30E-06,0.022897704,4.04E-05
0.00021675,8.06E-06,8.17E-05,3.29E-06,2.89E-05,3.56E-05,0.000214134,5.41E-05,0.999317397,4.00E-05
3.96E-05,3.25E-06,1.98E-06,0.000174267,1.84E-05,6.99E-05,3.60E-05,6.39E-07,0.999655366,5.74E-07
0.010828676,0.026541633,0.000377521,0.823082157,0.002010096,0.000900758,0.002856266,5.50E-05,0.133252257,9.57E-05
0.000434816,0.000146437,0.000687613,0.991238784,0.003502874,8.27E-07,0.00378562,1.49E-07,0.000199589,3.31E-06
0.000717021,3.69E-06,3.34E-05,8.66E-06,8.85E-05,0.000192402,3.79E-05,7.29E-06,0.998907569,3.55E-06
0.959082897,5.41E-06,0.001309637,0.000446896,3.71E-05,3.45E-07,0.039024679,9.13E-09,9.28E-05,3.15E-07
1.07E-06,5.80E-06,4.55E-07,1.45E-06,1.08E-06,0.00021163,1.65E-07,0.999643096,7.68E-06,0.000127594
8.94E-05,4.21E-06,1.19E-05,1.09E-05,2.13E-06,0.981129252,1.24E-05,0.018371164,9.09E-05,0.000277736
1.16E-06,3.02E-06,4.82E-07,3.92E-07,1.17E-06,0.000654774,3.02E-07,0.999020583,6.17E-06,0.000311946
1.18E-06,2.95E-07,2.11E-07,1.55E-07,6.57E-07,2.12E-05,1.46E-07,0.000228408,3.03E-06,0.999744838
0.895455846,6.16E-06,0.000256482,0.000391783,7.00E-05,1.23E-07,0.103783668,9.06E-09,3.57E-05,1.68E-07
2.89E-05,0.999881162,6.42E-06,3.76E-05,1.21E-05,7.47E-06,3.39E-06,1.03E-06,8.65E-06,1.33E-05
0.377666707,0.000771852,0.01972734,0.028722799,0.009117485,5.63E-06,0.561241393,2.81E-07,0.002745435,1.12E-06
3.97E-05,2.10E-05,2.82E-06,1.26E-05,1.98E-05,0.000814846,5.42E-06,0.120563131,0.00026395,0.878256757
0.000152408,1.36E-05,0.004238231,0.000250147,0.070536369,8.56E-08,0.924723198,3.90E-08,8.50E-05,9.80E-07
0.000104149,6.27E-05,5.24E-06,1.63E-05,4.09E-06,0.000712757,2.69E-06,0.662147538,0.000251755,0.336692731
0.035024149,0.005240582,0.849136881,0.005058014,0.031265717,9.39E-05,0.043659493,5.15E-07,0.030501454,1.93E-05
0.001573657,0.994977908,0.000167195,0.002594516,0.000232638,4.06E-06,0.000141627,9.57E-07,0.000301837,5.64E-06
0.001918909,1.73E-05,0.600944875,0.000260304,0.055261016,1.53E-05,0.34039027,3.82E-07,0.001116217,7.55E-05
0.005000574,0.000271955,0.234262886,0.008715041,0.016027633,3.87E-06,0.734468957,1.62E-07,0.0012364,1.25E-05
0.00024566,2.24E-06,0.011149477,1.62E-05,0.982964359,1.10E-07,0.005586032,1.10E-07,2.51E-05,1.08E-05
0.00061875,0.00019825,0.45211648,4.22E-05,0.495561715,8.07E-06,0.051228701,1.60E-06,0.000214649,9.50E-06
0.000196173,4.82E-06,1.41E-05,2.13E-06,7.51E-07,0.999530536,1.82E-05,7.61E-05,5.01E-05,0.000107026
0.005669552,0.000131551,9.60E-05,1.87E-05,2.13E-05,7.00E-06,0.000466459,2.99E-06,0.993577157,9.25E-06
0.000497965,2.06E-06,0.941317358,0.000165029,0.057208202,2.68E-07,0.000543345,1.95E-07,0.000263954,1.70E-06
0.03792008,7.77E-06,0.915884688,6.97E-05,0.000397404,1.27E-06,0.045556255,3.31E-09,0.000161204,1.64E-06
0.000207477,1.00E-05,4.56E-05,9.39E-07,2.81E-05,3.89E-06,0.000178406,2.73E-06,0.999514458,8.56E-06
0.000561251,5.75E-06,0.016181023,0.00021201,0.641654514,8.62E-07,0.341263402,5.31E-08,0.000114393,6.73E-06
0.000518163,6.52E-05,9.08E-05,1.70E-05,7.50E-05,5.11E-06,0.000492367,0.000179455,0.998537537,1.94E-05
0.994782278,2.80E-06,0.00019911,0.000135778,1.43E-05,1.12E-07,0.004848755,8.61E-09,1.68E-05,8.09E-08
2.96E-06,5.44E-06,9.18E-07,6.63E-07,1.20E-06,0.000700147,3.47E-07,0.997819895,4.07E-05,0.001427718
5.52E-05,8.87E-05,4.32E-06,3.91E-05,3.08E-05,0.004148546,3.03E-06,0.986334821,0.000295287,0.009000124
0.00017724,5.41E-06,1.18E-05,2.43E-05,0.000162685,0.00011561,3.14E-05,0.002025016,0.997224427,0.000222284
8.91E-06,1.81E-07,4.78E-07,1.04E-07,2.52E-08,0.999917991,5.53E-07,3.89E-05,5.21E-06,2.77E-05
1.11E-05,0.999967219,1.38E-06,4.16E-06,1.33E-05,1.11E-07,1.62E-06,5.37E-08,8.44E-07,2.39E-07
