,0,1
0,12.595671319588378,47.57524250628123
1,-58.622721647051534,32.53985328020307
2,50.94912460795175,2.529638391763157
3,43.42754953304523,-42.18634440704211
4,23.50608101882119,-32.4185271865245
5,41.99029623048582,14.98910051507865
6,43.27568050027015,-20.015005789389107
7,-29.1009434923778,-12.104012926703826
8,52.24506507179544,41.497002011277225
9,-16.665588385903924,1.1070850764507192
10,51.710380305351435,-57.92734183478079
11,-0.4509430937627554,13.901874107399438
12,-22.18038666149371,44.62499283003388
13,55.76663752965195,-34.81817469651076
14,31.498309921151275,10.189107631637194
15,9.710506509609544,-2.3104597017886803
16,-62.31518858743917,42.37538299611585
17,38.12611634905042,-26.86375196760932
18,9.839552453491102,-43.50402153480814
19,-15.06528814243306,-21.009694694601308
20,-2.311804558547195,16.50334403537802
21,-59.1847842949027,0.5406425689811168
22,28.788844710762362,-8.994951071283035
23,56.327249855152004,49.02116837573261
24,12.349664571857373,-38.733095957883
25,61.005394099424414,21.2935566214816
26,54.35113130382621,-1.612112048032642
27,37.595679391490904,5.582842757556086
28,-62.898072980125846,-27.841324702572322
29,-7.154487794772612,-61.85501660052498
30,-21.953320926828283,32.147127932640814
31,41.60964761510979,-43.407140208394864
32,-71.34030392375222,6.2355513771288065
33,-0.6545681169635972,-14.12520093261595
34,17.62854088579202,-31.94240404859181
35,-55.74645130603773,21.429683434901122
36,-1.9519737631221836,-22.0625608501844
37,74.77751489663814,11.07825311824711
38,72.18104045715256,14.831989829928139
39,7.313239939144848,-67.08531808020857
40,54.878333854367334,-8.667124865023842
41,5.598949744604712,-4.0675317066919225
42,-26.11256892228488,54.30036635494916
43,13.89776350758326,-22.547580650999745
44,32.60662726703039,-39.840444694982274
45,-54.61901044942572,0.5988249789079806
46,31.609103510924957,17.793832648536988
47,-70.77050468107198,-11.66908974298099
48,-45.595568179185605,-29.400667300099514
49,24.81265584312214,15.331042987724677
50,-30.641024197257806,20.223800059193852
51,28.02341658035381,6.884786929998671
52,74.05363886635591,14.245159551151708
53,54.214264781334236,-1.5955946120942346
54,-31.74166083773587,-57.5149707443814
55,62.50972315747111,5.021231457570438
56,-39.04592125868986,42.883661720389576
57,-14.705019456688719,1.9262212525262492
58,10.079552015738482,-24.79649970481257
59,50.55741550592269,-0.710976211785967
60,-21.71077444287172,22.27083539379021
61,-49.18423449231113,24.027733426747975
62,29.76807850068766,2.98121002816197
63,29.24010195608268,-37.15657899765144
64,-35.492469105330805,24.628709867962495
65,-9.890477507486368,8.909732344969084
66,-35.666725999354895,9.826867237333923
67,-20.611964619525622,65.82396664996128
68,0.48227881261395733,65.85756085375486
69,-8.081924780656358,-61.742652932221255
70,34.520580826010466,43.98031879959271
71,-7.6780790271534505,25.128335559779618
72,-14.404010462982283,-72.54992262108748
73,37.21147744733455,-9.568075255641075
74,29.558662391311664,27.906129149999458
75,-1.7692204019054631,42.77465575246908
76,28.83025753494449,-23.63236433940619
77,52.936392657157064,-4.767785634485554
78,8.156102898527731,20.247298668800006
79,-45.6707283136922,6.760856421457419
80,-4.9846200001374905,-30.214392768168853
81,36.562027431003074,42.51921597001842
82,40.52871815223368,31.90343786642075
83,-7.968111136380426,3.347558838345087
84,-36.090808716096916,-63.60044238968956
85,24.58897176287074,-2.6007061065663915
86,-65.16218745732253,-17.298255478462988
87,-11.00486594612775,-39.400772442698454
88,19.503683999820698,1.4926258803825998
89,60.817342516752255,-8.027138438066217
90,60.00884111696002,-44.78187535289009
